# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 2000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0099513	polymeric cytoskeletal fiber	231	2.280713e-2	1.000000e+0	1.612296e-1	1.177969e+0	1.307335e+2	154	4.575901e-2	5.390270e-2	612	3.852953e-1	1.000000e+0	1.000000e+0	1.026675e+0	1.237003e+2	127	693	3.325478e-2	1.832612e-1	1107,2110,3037,3809,3810,3811,3814,3816,3884,3891,4856,4930,5705,5740,5750,7059,7508,7510,7968,8285,9347,10892,11280,11286,11310,11313,11685,12353,15211,16009,16149,16155,16189,18620,19920,20733,22777,23226,23639,24322,24342,25264,25360,25670,27898,27900,28043,28680,29232,29260,29749,29752,30043,30060,30082,32187,32673,34863,34865,37834,38068,38986,39202,39238,41092,41233,44147,45398,45400,45492,45538,45539,46185,46225,46738,48674,49420,49443,51343,51351,51912,52041,52950,52954,53129,53243,53259,54932,56897,57696,57709,58272,58471,58524,58804,58805,58806,60360,60695,61224,61477,61478,61482,61507,61576,61738,61764,61769,61846,63977,64036,64633,65283,65285,66529,66543,67533,69069,69073,69096,69131,69306,69308,72365,73314,74374,74689,76155,77283,77481,77494,77502,77508,77509,78382,81222,82396,82532,82944,83193,83388,84780,85220,85756,85757,85849,85851,86692,86739,87222,89688,89691,90343,91871	Actg1,Actn1,Adora2a,Aif1l,Akap13,Aurkb,Baiap2,Bcl2l11,Bfsp2,Bin1,Camsap1,Camsap2,Carmil1,Ccdc181,Ccsap,Cd2ap,Cdc27,Cdk1,Cep57l1,Clasp1,Clmp,Crhbp,Crmp1,Csnk1d,Cttn,Cul3,Dclk2,Dctn1,Disc1,Dnah17,Dnah2,Dnah5,Dnaic1,Dnaic2,Dnm2,Dnm3,Dync1h1,Dync1i2,Eml5,Eml6,Espn,Ezr,Fermt1,Fkbp15,Fyn,Gabarapl1,Gm21969,Gm45337,Gng12,Gramd3,Hnrnpu,Iffo2,Igbp1,Ina,Ino80,Iqgap2,Jup,Katnal1,Kif13a,Kif14,Kif19a,Kif20b,Kif26b,Kif3a,Kif6,Kifc3,Klc4,Klhl21,Kntc1,Krt7,Krt80,Krt82,Krt83,Krt84,Krt87,Krt90,Lmna,Lmnb1,Lrpprc,Map10,Map1b,Map6,Map6d1,Map7,Mapre3,Myo18b,Myo1b,Myo1f,Myo6,Nav1,Nefm,Numa1,Odf1,Pafah1b1,Pawr,Rab3d,Rac1,Rac2,Reep3,Rsph1,Rusc1,Sept9,Serp1,Sh2b2,Shank2,Shroom1,Slc8a3,Specc1l,Spry2,Srprb,Stim1,Stmn1,Svil,Sync,Synm,Tbca,Tekt3,Tpgs2,Trpv4,Ttll11,Ttll7,Ttll9,Tuba1a,Tuba1b,Tubb6,Vim,Yes1
GO Cellular Component	GO:0072357	PTW/PP1 phosphatase complex	232	2.289930e-2	1.000000e+0	1.611834e-1	3.771809e+0	1.060499e+0	4	3.711932e-4	1.400070e-3	579	3.634640e-1	1.000000e+0	1.000000e+0	1.600643e+0	1.249498e+0	2	7	5.236973e-4	2.857143e-1	25340,25344,25345,28506	Ppp1cb,Ppp1cc
GO Cellular Component	GO:0005743	mitochondrial inner membrane	233	2.320958e-2	1.000000e+0	1.626663e-1	1.260454e+0	6.426258e+1	81	2.249303e-2	2.835142e-2	1107	9.793532e-1	1.000000e+0	1.000000e+0	7.983886e-1	7.389885e+1	59	414	1.544907e-2	1.425121e-1	2370,2647,3487,5327,5586,5589,8026,8027,8029,11073,11622,12566,14621,16712,17565,17571,17572,19328,21686,23732,24153,24160,24161,24162,24163,25233,25360,25582,30983,31296,32442,36299,38249,38998,39003,39163,44431,47478,48627,48632,48633,49240,52875,54422,58149,60416,61320,62652,62977,66752,66755,66759,67332,67333,67339,67342,67345,67870,68040,70862,70868,71015,71308,75209,75214,76414,76416,76417,76569,77577,78262,78382,78894,80570,83662,84642,87222,90088,90092,91236,91963	AA467197,Abcb7,Abcd3,Afg3l2,Agk,Aldh3a2,Atp5g2,Atp5o,Bdh1,Cds2,Chchd3,Chdh,Cox5a,Cox7a2,Cox7a2l,Cyb5b,Cyb5r3,Efhd1,Ghitm,Grpel1,Hmgcs2,Idh2,Immp2l,Immt,Kmo,Mccc1,Mcur1,Ndufa10,Ndufa11,Ndufa12,Ndufaf6,Oma1,Parl,Pde2a,Pisd,Ppif,Ppox,Prkar2b,Prodh,Rps3,Sdhb,Sfxn1,Sirt5,Slc25a16,Slc25a17,Slc25a19,Slc25a25,Slc25a28,Slc25a33,Slc25a36,Slc25a43,Slc25a48,Srgap2,Stat3,Tmem65,Tomm40,Tyms,Uqcc1,Uqcrfs1
GO Cellular Component	GO:0098552	side of membrane	234	2.339025e-2	1.000000e+0	1.632320e-1	1.183364e+0	1.225320e+2	145	4.288835e-2	5.075254e-2	72	2.637409e-3	1.000000e+0	5.981790e-2	1.278898e+0	8.835733e+1	113	495	2.958890e-2	2.282828e-1	656,657,907,1501,1509,2072,3330,3925,3934,3936,3955,5369,6979,7668,7684,7951,8285,8788,9244,9251,9372,9723,10249,11023,12235,12314,12490,12904,13291,13301,13336,13865,15841,15847,16574,16776,16814,19860,20535,22946,22953,23527,24244,24246,24247,24253,24383,25233,25360,25417,26634,26637,26640,26650,26656,26667,26668,26682,26794,27591,27598,28547,29161,29597,29772,32187,32914,34094,34564,34575,34590,34614,34619,34621,34863,34865,37112,41252,41358,44202,44962,46142,46489,46900,47185,47542,49668,50088,51343,51506,51510,51912,52159,52685,53224,53735,54686,55322,55326,57053,57709,58847,60360,60798,61224,61320,62077,64083,64115,64117,66498,67396,67810,67826,67838,69927,69945,70589,70779,71238,71239,72138,75780,75785,76150,76508,77961,78262,78894,79041,79192,79460,81152,81222,81933,82713,82847,83776,83778,85952,87191,87194,88970,89251,91077	Abl1,Ada,Ajap1,Ano1,Antxr1,Atp2a2,Atp2b1,Atp2c2,Atp6ap2,B2m,B4galt1,Bdh1,Blk,Bmpr1a,Btla,Cd2,Cd209b,Cd24a,Cd27,Cd79b,Cd83,Cd86,Cd9,Cdh5,Chmp4b,Ctla4,Cxcl12,Cxcr4,Cyth3,Dab2ip,Dnaic2,Ece1,Efna5,Epb41,Epha5,Errfi1,Ezr,Fcgr1,Fcnb,Fgfr3,Fkbp1a,Fyn,Gfra3,Gna12,Gna14,Gnal,Gnat1,Gnaz,Gng12,Gng2,Gng7,Grb2,H13,H2-T3,Heg1,Hfe,Hip1,Icos,Ifng,Il1rl1,Il2ra,Il2rb,Il31ra,Il4,Il6,Il6st,Itga4,Itga6,Jup,Kcnip1,Kcnj3,Kcnj5,Kcnma1,Kdr,Kit,Klre1,Litaf,Lrp2,Ly6g6d,Map3k5,Ntsr1,Pdgfra,Pgm5,Plet1,Ptk2,Ptpn1,Ptpn3,Ptprc,Raet1d,Rgs11,Rgs6,Rtn4r,Rtn4rl1,Scnn1a,Sdc1,Sema7a,Serpine2,Siglece,Slamf7,Snx9,Syk,Tgfbr2,Tgfbr3,Thy1,Tlr2,Tnfrsf13c,Traf6,Tyk2,Vsir,Vtcn1,Vwf,Yes1,Zap70
GO Cellular Component	GO:0036117	hyaluranon cable	235	2.343589e-2	1.000000e+0	1.628545e-1	8.550525e+0	2.339038e-1	2	8.187041e-5	7.000350e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	44396,44401	Has3
GO Cellular Component	GO:0072686	mitotic spindle	236	2.405391e-2	1.000000e+0	1.664408e-1	1.520740e+0	1.775452e+1	27	6.214393e-3	9.450473e-3	433	2.490452e-1	1.000000e+0	9.392397e-1	1.186359e+0	1.517247e+1	18	85	4.713276e-3	2.117647e-1	5705,7827,10923,23118,23488,27591,27598,27795,27798,27811,29522,29527,29540,32161,38998,39003,39202,41233,42255,45398,45400,45538,45539,53129,58471,89688,89691	Aurkb,Ccsap,Cdc42,Cdc7,Cdk1,Cttn,Hnrnpu,Kdf1,Kif20b,Mad1l1,Mad2l1,Map10,Mapkbp1,Numa1,Rps3,Spout1,Tnks,Ttc28
GO Cellular Component	GO:0060987	lipid tube	237	2.412267e-2	1.000000e+0	1.662123e-1	8.417785e+0	2.375922e-1	2	8.316142e-5	7.000350e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	85849,85851	Bin1
GO Cellular Component	GO:0005938	cell cortex	238	2.418480e-2	1.000000e+0	1.659402e-1	1.243553e+0	7.156913e+1	89	2.505045e-2	3.115156e-2	31	1.238192e-4	2.021968e-1	6.522476e-3	1.509094e+0	4.837341e+1	73	271	1.911495e-2	2.693727e-1	2308,3037,7912,7931,8215,10249,10979,13343,13356,16291,17628,19272,20042,22946,22953,23118,28043,28144,30316,31003,32673,34324,35418,35588,36265,36595,38068,38886,39202,39238,39815,40836,41233,41852,41862,42340,44575,45679,46489,47402,48188,48191,48302,48363,48606,49443,50346,50350,50362,50366,50977,53552,53555,56523,56897,58804,58805,58806,59636,61477,61478,61482,61507,63772,63779,63977,65101,65364,66095,66498,67516,67520,70234,70235,70658,74219,74239,76093,76095,76201,78310,81222,82532,82944,84068,86342,88283,89778,91259	Actn1,Actn2,Actr2,Akap13,Akt2,Ank1,Anxa2,Arhgap32,Asph,Bfsp2,C2cd5,Cap2,Cd2ap,Clasp1,Cldn5,Ctnnb1,Cttn,Dctn1,Dlc1,Eef1a1,Epb41,Epb42,Exoc3l2,Exoc3l4,Exoc4,Exoc6,Ezr,Flnb,Fnbp1,Fnbp1l,Gcom1,Glrx3,Gsn,Hax1,Hfe,Hmcn2,Insc,Itpr2,Kdf1,Melk,Mical3,Misp,Mtss1l,Myh9,Myl12b,Myo10,Myo1f,Myo7a,Ncl,Nedd4,Numa1,Pafah1b1,Pard3,Pard6b,Ppp1r9a,Pstpip1,Pxn,Sept4,Sept5,Sept6,Sept9,Sh3bp1,Spink5,Sptb,Sptbn1,Sptbn2,Stim1,Tcl1,Tnfaip2,Traf6,Trpv4,Utrn,Vcl
GO Cellular Component	GO:0034709	methylosome	239	2.447891e-2	1.000000e+0	1.672555e-1	3.693442e+0	1.083001e+0	4	3.790692e-4	1.400070e-3	417	2.302782e-1	1.000000e+0	9.017849e-1	1.600643e+0	2.498995e+0	4	14	1.047395e-3	2.857143e-1	3657,11440,54366,71717	Prmt5,Snrpb,Snrpe,Snrpf
GO Cellular Component	GO:0000799	nuclear condensin complex	240	2.451205e-2	1.000000e+0	1.667841e-1	8.345013e+0	2.396641e-1	2	8.388662e-5	7.000350e-4	661	4.456168e-1	1.000000e+0	1.000000e+0	1.867417e+0	5.354989e-1	1	3	2.618487e-4	3.333333e-1	11220,11221	Ncaph
GO Cellular Component	GO:0005643	nuclear pore	241	2.488301e-2	1.000000e+0	1.686056e-1	1.594447e+0	1.379789e+1	22	4.829503e-3	7.700385e-3	379	1.882904e-1	1.000000e+0	8.112882e-1	1.273239e+0	1.178098e+1	15	66	3.927730e-3	2.272727e-1	7972,29522,29527,29540,32161,33908,33911,34674,34693,42255,44027,55526,60860,67533,71981,71982,76684,76686,76689,85070,87249,90540	Gm10184,Kpna2,Mad1l1,Mad2l1,Nup153,Nup214,Nup50,Nup93,Nupl1,Nutf2-ps1,Parp11,Sec13,Seh1l,Tnks,Xpot
GO Cellular Component	GO:0000159	protein phosphatase type 2A complex	242	2.566191e-2	1.000000e+0	1.731649e-1	2.074524e+0	4.820383e+0	10	1.687218e-3	3.500175e-3	174	5.151914e-2	1.000000e+0	4.835101e-1	1.960788e+0	3.569993e+0	7	20	1.832941e-3	3.500000e-1	4481,36128,49361,57627,63106,63107,65283,65285,86318,86319	Ier5,Ppp2ca,Ppp2r2b,Ppp2r3a,Ppp2r5c,Strn3,Strn4
GO Cellular Component	GO:1903767	sweet taste receptor complex	243	2.568601e-2	1.000000e+0	1.726142e-1	8.135699e+0	2.458302e-1	2	8.604485e-5	7.000350e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	23648,23654	Tas1r2
GO Cellular Component	GO:0005677	chromatin silencing complex	244	2.585869e-2	1.000000e+0	1.730625e-1	3.629940e+0	1.101947e+0	4	3.857006e-4	1.400070e-3	642	4.320291e-1	1.000000e+0	1.000000e+0	1.400563e+0	1.427997e+0	2	8	5.236973e-4	2.500000e-1	43461,61755,61764,61769	Bahcc1,Smarca5
GO Cellular Component	GO:0009986	cell surface	245	2.607515e-2	1.000000e+0	1.737989e-1	1.128117e+0	2.251540e+2	254	7.880785e-2	8.890445e-2	25	4.060211e-5	6.630325e-2	2.652130e-3	1.301740e+0	1.467267e+2	191	822	5.001309e-2	2.323601e-1	907,1501,1509,1926,2072,2526,2531,2538,2539,3330,3517,3925,3934,3936,3955,4787,5369,5705,6979,7668,7684,7833,7931,8788,9244,9251,9372,9723,11023,11256,11571,11685,12121,12558,12904,13091,13099,13111,13116,13163,13167,13865,14781,15347,15600,15841,15847,16287,16574,16669,16776,16796,16814,16837,17558,17565,18387,19381,19860,19999,20599,20603,23104,23321,23326,23479,23481,23482,23484,23485,23488,23527,24383,25233,26634,26637,26640,26650,26656,26667,26668,26682,26794,27591,27598,28043,28506,28807,28814,28821,29147,29436,29440,30082,30807,30814,30831,30832,30837,31481,32822,32914,32919,33807,33808,34094,34190,34192,34193,34564,34575,34590,34614,34619,34621,34863,34865,34995,35006,35109,36299,36529,36795,36797,37112,37710,38003,38282,39995,41158,41252,41358,42074,42929,43123,43528,44202,46489,46738,46900,47050,47051,47082,47083,47088,47185,47402,47542,47563,47602,47603,48188,48191,48616,48994,49874,49875,50088,50272,51104,51343,51506,51510,52159,52685,52817,55322,55326,56212,57709,57864,58007,58847,59208,59209,59213,59220,60744,60798,61224,62055,62060,62077,62395,63772,63779,65566,66498,67396,69040,69131,69927,69945,70779,71238,71239,72235,73767,73920,75882,76093,76095,76150,76201,76208,76320,76321,76508,76537,76539,76544,76548,76554,76718,76721,77452,77719,78262,79041,79075,79121,79192,79346,79460,80064,80597,80811,80954,81278,81284,81933,82600,82652,82713,83098,83124,83138,83358,83776,83778,85065,85070,85220,85952,86055,86058,86060,86062,86084,89762,91077,91259,91578,91894	2010109I03Rik,Ackr3,Acvr1b,Acvrl1,Ada,Adam17,Adam6a,Adamts7,Adgrg6,Ajap1,Ano1,Antxr1,Anxa2,Apoa1,Arsb,Atp6ap2,Axl,B2m,B4galt1,Bace2,Bgn,Bmp10,Bmp2,Bmpr1a,Bst2,Btla,Btnl1,Casr,Cav3,Ccr6,Cd109,Cd2,Cd209b,Cd24a,Cd27,Cd79b,Cd83,Cd86,Cd9,Cd93,Cdh17,Cdh5,Clic4,Clmp,Ctla4,Cxcl12,Cxcr4,Dnaic2,Dscaml1,Ece1,Efna5,Egflam,Epha5,Erg,F3,Fam234a,Fcgr1,Fcnb,Fshr,Furin,Fzd3,Fzd9,Gfra3,Ghr,Gm28035,Gprc5b,Gria1,Grin2b,H2-DMa,Hbegf,Heg1,Hfe,Hilpda,Hmcn2,Hmgb1,Hnrnpu,Hsp90ab1,Icos,Ide,Ifng,Igsf3,Il15,Il1rl1,Il2ra,Il2rb,Il31ra,Il4,Il6,Il6ra,Il6st,Intu,Iqgap2,Islr2,Itga4,Itga6,Itgb5,Kcne2,Kcnj3,Kcnj5,Kcnma1,Kdr,Kit,Klre1,Lgals1,Lpar1,Lpl,Lrfn2,Lrfn3,Lrp2,Lrp6,Ly6g6d,Ly9,Map3k5,Mrc2,Myh9,Mylk,Nectin2,Neo1,Nfam1,Nlgn3,Notch2,Ntsr1,P2ry1,Pdgfa,Pdgfb,Pdgfra,Pdia4,Pkn2,Plekhg6,Plet1,Plvap,Ppp1cc,Prnp,Procr,Prom2,Psd2,Pstpip1,Ptgfrn,Ptprc,Rab11fip4,Raet1d,Ramp3,Rhob,Robo1,Rtn4r,Rtn4rl1,Scarb1,Scn5a,Scnn1a,Sdc1,Sema7a,Sept6,Serpine2,Sh3bp1,Siglece,Sis,Slamf7,Slc26a9,Slc9a1,Slco3a1,Sptb,Sulf2,Svil,Tdgf1,Tgfa,Tgfbr2,Tgfbr3,Thbd,Thy1,Tigit,Tjp1,Tlr2,Tmem8b,Tnfrsf13c,Tnfrsf1a,Tnfsf4,Trpv4,Tspan15,Tspan32,Tspan33,Unc5d,Vasn,Vegfa,Vsir,Vtcn1,Vwf,Wnt3a,Wnt4,Wnt5b,Wnt6,Wnt7b
GO Cellular Component	GO:0014731	spectrin-associated cytoskeleton	246	2.698703e-2	1.000000e+0	1.791456e-1	3.015450e+0	1.658127e+0	5	5.803736e-4	1.750088e-3	199	7.423652e-2	1.000000e+0	6.091871e-1	2.801126e+0	1.070998e+0	3	6	7.855460e-4	5.000000e-1	16114,41852,41862,63772,63779	Ank1,Rhbg,Sptb
GO Cellular Component	GO:0045111	intermediate filament cytoskeleton	247	2.717782e-2	1.000000e+0	1.796817e-1	1.431652e+0	2.374879e+1	34	8.312491e-3	1.190060e-2	1092	9.589065e-1	1.000000e+0	1.000000e+0	7.767828e-1	4.248292e+1	33	238	8.641005e-3	1.386555e-1	7059,7458,10892,12235,16149,16155,16344,22777,23639,31738,37834,41092,41233,49443,53259,60360,61391,63731,66529,66543,71709,71712,72365,75988,77481,77494,77502,77508,77509,79130,79141,86739,89304,90343	Adcy5,Adora2a,Bfsp2,Carmil1,Evpl,Exosc4,Gm21969,Gm45337,Hoxa13,Iffo2,Ina,Ino80,Jup,Krt7,Krt80,Krt82,Krt83,Krt84,Krt87,Krt90,Lmna,Lmnb1,Mmp14,Ndor1,Nefm,Nsfl1c,S100a8,Shank2,Smarca2,Sync,Syne2,Synm,Vim
GO Cellular Component	GO:0032432	actin filament bundle	248	2.725090e-2	1.000000e+0	1.794384e-1	1.516023e+0	1.715014e+1	26	6.002848e-3	9.100455e-3	232	8.919048e-2	1.000000e+0	6.277933e-1	1.381377e+0	1.303047e+1	18	73	4.713276e-3	2.465753e-1	1910,28144,28785,29232,29260,29493,29496,36746,37169,47402,61477,61478,61482,61507,63977,70234,70235,75780,75785,76093,76095,79121,84068,89251,89865,90702	Ablim1,Actn1,Flnb,Micall2,Myh14,Myh9,Myl12b,Mylk,Pgm5,Pstpip1,Ptk2,Pxn,Rflna,Sept9,Sh2b2,Sipa1l3,Sorbs1,Vil1
GO Cellular Component	GO:0016600	flotillin complex	249	2.847589e-2	1.000000e+0	1.867515e-1	2.640003e+0	2.272725e+0	6	7.954935e-4	2.100105e-3	594	3.648329e-1	1.000000e+0	1.000000e+0	1.400563e+0	2.141996e+0	3	12	7.855460e-4	2.500000e-1	50346,50350,50362,50366,85977,89865	Ctnna1,Ctnnb1,Sorbs1
GO Cellular Component	GO:1990917	ooplasm	250	2.942524e-2	1.000000e+0	1.922057e-1	3.348212e+1	2.986669e-2	1	1.045386e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	83098	Hsp90ab1
GO Cellular Component	GO:1990913	sperm head plasma membrane	250	2.942524e-2	1.000000e+0	1.922057e-1	3.348212e+1	2.986669e-2	1	1.045386e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	83098	Hsp90ab1
GO Cellular Component	GO:0005819	spindle	252	2.993599e-2	1.000000e+0	1.939900e-1	1.235518e+0	6.960644e+1	86	2.436347e-2	3.010151e-2	639	4.288879e-1	1.000000e+0	1.000000e+0	1.027936e+0	5.836939e+1	60	327	1.571092e-2	1.834862e-1	2110,3037,3891,5705,7827,8363,8367,10923,12257,12644,22574,23118,23169,23488,24322,25670,27591,27598,27795,27798,27811,28680,29192,29197,29522,29527,29540,30043,30060,30082,32161,32673,33322,33330,33340,34324,34590,38375,38998,39003,39202,39663,41233,42255,44415,45398,45400,45538,45539,45679,48195,49559,50346,50350,50362,50366,53129,53243,53259,56152,57627,57709,58471,58804,58805,58806,60695,61846,65140,65671,76093,76095,78527,81239,81786,82170,82174,82396,86217,86241,87818,87828,87838,89688,89691,91259	Aurkb,Bnip2,Camk2b,Ccsap,Cdc27,Cdc42,Cdc7,Cdca8,Cdk1,Clasp1,Cpeb1,Crmp1,Csnk1d,Ctdp1,Ctnnb1,Cttn,Cul3,Dctn1,Dsn1,E4f1,Fam110a,Hnrnpu,Hspb1,Katnal1,Kbtbd8,Kdf1,Kif14,Kif20b,Kif3a,Klhl21,Kntc1,Mad1l1,Mad2l1,Map10,Mapk14,Mapkbp1,Mical3,Myh9,Nek6,Nr3c1,Numa1,Pafah1b1,Pard3,Plekhg6,Poc1a,Ppp2ca,Rassf10,Rps3,Rps6ka1,Rps6ka2,Rsph1,Sept6,Specc1l,Spout1,Tbccd1,Tnks,Ttc28,Vps4a,Vrk1,Wdr60
GO Cellular Component	GO:0005740	mitochondrial envelope	253	3.026853e-2	1.000000e+0	1.953696e-1	1.184418e+0	1.089142e+2	129	3.812189e-2	4.515226e-2	1102	9.726324e-1	1.000000e+0	1.000000e+0	8.480473e-1	1.167388e+2	99	654	2.592302e-2	1.513761e-1	2370,2647,2968,3487,4856,5327,5586,5589,7852,7858,7872,8026,8027,8029,9516,9539,11073,11571,11622,12566,14621,16291,16712,17565,17571,17572,19328,19740,21686,23575,23732,24153,24160,24161,24162,24163,25233,25360,25436,25582,28002,28506,28650,29147,30983,31296,31549,32431,32442,32790,36299,38249,38723,38998,39003,39163,44431,45582,46185,47478,47542,47546,47549,48627,48632,48633,49240,51619,52372,52801,52802,52875,53775,54422,55693,57775,58066,58149,59744,60416,60944,61320,62652,62977,64036,66752,66755,66759,67332,67333,67339,67342,67345,67549,67557,67870,68040,70862,70868,71015,71308,75209,75214,76414,76416,76417,76569,76759,77577,77961,78262,78382,78894,80570,81247,81250,81251,81999,82004,83662,84642,86318,86319,87222,89762,90088,90092,91236,91963	AA467197,Abcb7,Abcd3,Acsl6,Afg3l2,Agk,Aifm2,Akap1,Aldh3a2,Arg1,Atcay,Atf2,Atp5g2,Atp5o,Bak1,Bcl2,Bdh1,Ccdc90b,Cds2,Chchd3,Chdh,Cnr1,Coa6,Cox5a,Cox7a2,Cox7a2l,Cstad,Cyb5b,Cyb5r3,Cyp11a1,Cyp27b1,Dao,Dnm2,Dnm3,Efhd1,Fndc1,Fzd9,Ggnbp1,Ghitm,Gimap3,Gramd4,Grpel1,Hax1,Hmgcs2,Idh2,Ikbke,Immp2l,Immt,Kmo,March5,Mccc1,Mcur1,Mlxip,Mtx2,Mul1,Nat8l,Ndufa10,Ndufa11,Ndufa12,Ndufaf6,Oma1,Parl,Pde2a,Pemt,Pisd,Pln,Ppif,Ppox,Ppp1cc,Ppp2r2b,Prkar2b,Prkca,Prnp,Prodh,Rab11fip5,Reep1,Rnf144b,Rps3,Sdhb,Sfxn1,Sirt5,Slc25a16,Slc25a17,Slc25a19,Slc25a25,Slc25a28,Slc25a33,Slc25a36,Slc25a43,Slc25a48,Slc8a3,Snn,Srgap2,Stat3,Tmem65,Tomm40,Tyms,Uqcc1,Uqcrfs1
GO Cellular Component	GO:0005581	collagen trimer	254	3.100647e-2	1.000000e+0	1.993447e-1	1.415880e+0	2.401334e+1	34	8.405090e-3	1.190060e-2	84	5.141837e-3	1.000000e+0	9.995976e-2	1.667337e+0	1.499397e+1	25	84	6.546216e-3	2.976190e-1	3148,7668,7684,13897,20814,22860,22862,23470,25787,41531,41532,41538,41544,47348,48627,52803,52807,52809,52813,53367,53371,59917,59920,59924,71128,72019,72269,76150,76152,77298,82583,82683,89450,90424	C1qb,C1ql2,C1ql4,C1qtnf6,C1qtnf7,C1qtnf9,Col11a2,Col12a1,Col13a1,Col16a1,Col17a1,Col1a1,Col20a1,Col27a1,Col4a1,Col4a2,Col5a1,Col6a1,Colq,Fcnb,Gldn,Marco,Mbl2,Scara3,Tnxb
GO Cellular Component	GO:0035869	ciliary transition zone	255	3.114216e-2	1.000000e+0	1.994320e-1	1.539659e+0	1.493837e+1	23	5.228692e-3	8.050403e-3	456	2.819974e-1	1.000000e+0	1.000000e+0	1.188356e+0	1.178098e+1	14	66	3.665881e-3	2.121212e-1	6220,24383,28522,38886,45398,45400,46275,49668,51379,51389,51405,51409,56701,56708,57709,58159,58160,61746,64640,64653,64654,64672,72176	Ahi1,B9d1,Bbs9,Ccsap,Cep131,Fam161a,Gnat1,Kif3a,Myo7a,Nphp4,Rp1l1,Tctn1,Ttc8,Ush2a
GO Cellular Component	GO:0005683	U7 snRNP	256	3.176408e-2	1.000000e+0	2.026201e-1	4.410165e+0	6.802466e-1	3	2.380982e-4	1.050053e-3	311	1.577686e-1	1.000000e+0	8.284120e-1	2.100844e+0	1.427997e+0	3	8	7.855460e-4	3.750000e-1	3657,11440,54366	Snrpb,Snrpe,Snrpf
GO Cellular Component	GO:0005875	microtubule associated complex	257	3.176424e-2	1.000000e+0	2.018327e-1	1.335739e+0	3.518652e+1	47	1.231590e-2	1.645082e-2	148	3.661636e-2	1.000000e+0	4.040170e-1	1.350898e+0	2.516845e+1	34	141	8.902854e-3	2.411348e-1	3891,5740,5750,5948,5951,5953,9347,11280,11286,11310,11313,18538,19920,22574,28771,32566,32673,38207,38209,42160,42172,44147,45492,57709,58471,58524,58804,58805,58806,58914,61224,61576,63795,65283,65285,65671,67533,69306,69308,72201,72209,74374,79024,83193,83388,89688,89691	Aurkb,Bcl2l11,Cdca8,Dctn1,Dctn6,Disc1,Dnah10,Dnah14,Dnah17,Dnah2,Dnah5,Dnah6,Dnaic1,Dnaic2,Dync1h1,Dync1i2,Fntb,Kif13a,Kif13b,Kif14,Kif19a,Kif20b,Kif26b,Kif3a,Kif6,Kif7,Kifc3,Klc4,Map1b,Pafah1b1,Snx4,Wdr60,Wdr63,Ywhae
GO Cellular Component	GO:0034750	Scrib-APC-beta-catenin complex	258	3.190630e-2	1.000000e+0	2.019496e-1	3.394014e+0	1.178546e+0	4	4.125116e-4	1.400070e-3	661	4.456168e-1	1.000000e+0	1.000000e+0	1.867417e+0	5.354989e-1	1	3	2.618487e-4	3.333333e-1	50346,50350,50362,50366	Ctnnb1
GO Cellular Component	GO:0090533	cation-transporting ATPase complex	259	3.198209e-2	1.000000e+0	2.016477e-1	2.356248e+0	2.970824e+0	7	1.039841e-3	2.450123e-3	228	8.800793e-2	1.000000e+0	6.303375e-1	2.000804e+0	2.498995e+0	5	14	1.309243e-3	3.571429e-1	16837,16850,23104,28547,36438,36440,52372	Atp1a1,Atp1a3,Atp2a2,Pln,Slc9a1
GO Cellular Component	GO:0031616	spindle pole centrosome	260	3.215127e-2	1.000000e+0	2.019347e-1	2.874291e+0	1.739560e+0	5	6.088763e-4	1.750088e-3	322	1.729902e-1	1.000000e+0	8.773074e-1	1.647721e+0	3.034494e+0	5	17	1.309243e-3	2.941176e-1	7827,39202,48195,58471,78527	Aurkb,Bnip2,Numa1,Spout1,Tbccd1
GO Cellular Component	GO:0005826	actomyosin contractile ring	261	3.291346e-2	1.000000e+0	2.059298e-1	4.348032e+0	6.899673e-1	3	2.415006e-4	1.050053e-3	579	3.634640e-1	1.000000e+0	1.000000e+0	1.600643e+0	1.249498e+0	2	7	5.236973e-4	2.857143e-1	47402,76093,76095	Myh9,Pstpip1
